"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1981","100","909107","11"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1982","1","120299","0.83"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1982","7","131816","5.31"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1982","22","148522","14.81"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1982","20","138860","14.4"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1982","18","123368","14.59"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1982","15","96896","15.48"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1982","7","78281","8.94"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1982","7","71492","9.79"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1982","97","909534","10.66"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1983","0","118678","0"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1983","8","125542","6.37"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1983","19","146208","13"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1983","17","139673","12.17"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1983","10","125453","7.97"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1983","8","100332","7.97"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1983","13","81669","15.92"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1983","7","71873","9.74"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1983","82","909428","9.02"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1984","0","116853","0"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1984","14","120904","11.58"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1984","23","143649","16.01"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1984","13","140212","9.27"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1984","13","127763","10.18"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1984","11","105282","10.45"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1984","10","84238","11.87"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1984","6","72401","8.29"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1984","90","911302","9.88"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1985","1","114920","0.87"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1985","10","118178","8.46"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1985","22","137405","16.01"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1985","15","139594","10.75"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1985","12","129349","9.28"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1985","9","109838","8.19"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1985","12","85954","13.96"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1985","15","72269","20.76"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1985","96","907507","10.58"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1986","2","111110","1.8"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1986","14","117467","11.92"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1986","19","128968","14.73"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1986","39","138183","28.22"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1986","13","129619","10.03"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1986","16","115802","13.82"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1986","15","86257","17.39"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1986","16","72388","22.1"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1986","134","899794","14.89"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1987","2","110278","1.81"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1987","13","116137","11.19"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1987","16","121350","13.19"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1987","26","135439","19.2"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1987","16","130259","12.28"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1987","21","116063","18.09"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1987","10","92555","10.8"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1987","7","73202","9.56"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1987","111","895283","12.4"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1988","0","112254","0"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1988","22","115304","19.08"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1988","14","115586","12.11"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1988","14","132874","10.54"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1988","11","131447","8.37"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1988","15","118870","12.62"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1988","11","96430","11.41"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1988","4","76432","5.23"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1988","91","899197","10.12"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1989","1","115334","0.87"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1989","14","113849","12.3"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1989","16","110783","14.44"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1989","22","128911","17.07"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1989","12","131538","9.12"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1989","17","121272","14.02"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1989","12","101107","11.87"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1989","8","78571","10.18"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1989","102","901365","11.32"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1990","2","117821","1.7"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1990","31","113110","27.41"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1990","19","109300","17.38"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1990","20","123858","16.15"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1990","21","132122","15.89"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1990","25","124000","20.16"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1990","6","106907","5.61"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1990","11","80581","13.65"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1990","135","907699","14.87"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1991","1","122278","0.82"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1991","13","112256","11.58"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1991","20","110685","18.07"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1991","19","119609","15.89"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1991","22","133447","16.49"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1991","19","126993","14.96"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1991","13","113949","11.41"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1991","12","82378","14.57"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1991","119","921595","12.91"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1992","3","125253","2.4"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1992","10","113584","8.8"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1992","18","112070","16.06"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1992","15","115357","13"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1992","24","133919","17.92"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1992","23","129893","17.71"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1992","15","116218","12.91"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1992","11","90332","12.18"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1992","119","936626","12.71"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1993","1","128515","0.78"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1993","10","116337","8.6"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1993","17","112579","15.1"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1993","18","110936","16.23"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1993","17","133172","12.77"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1993","20","131885","15.16"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1993","15","119720","12.53"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1993","20","94331","21.2"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1993","118","947475","12.45"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1994","4","130220","3.07"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1994","14","119776","11.69"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1994","17","112699","15.08"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1994","21","107978","19.45"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1994","20","131509","15.21"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1994","19","133456","14.24"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1994","21","122802","17.1"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1994","9","99750","9.02"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1994","125","958190","13.05"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1995","1","130645","0.77"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1995","14","123842","11.3"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1995","13","113386","11.47"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1995","24","108297","22.16"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1995","22","128503","17.12"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1995","18","135763","13.26"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1995","22","126321","17.42"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1995","9","106337","8.46"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1995","123","973094","12.64"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1996","3","130546","2.3"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1996","19","128270","14.81"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1996","21","113165","18.56"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1996","15","110467","13.58"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1996","16","124544","12.85"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1996","17","137191","12.39"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1996","22","129368","17.01"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1996","16","113648","14.08"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1996","129","987199","13.07"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1997","3","130191","2.3"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1997","13","131768","9.87"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1997","15","114108","13.15"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1997","14","111400","12.57"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1997","18","119511","15.06"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1997","19","136677","13.9"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1997","19","131216","14.48"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1997","15","115212","13.02"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1997","116","990083","11.72"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1981","1998","Suicide","1998","1","129637","0.77"
"Both Sexes","All Races","Nebraska","Both","15-19 yrs","1981","1998","Suicide","1998","17","134373","12.65"
"Both Sexes","All Races","Nebraska","Both","20-24 yrs","1981","1998","Suicide","1998","14","115886","12.08"
"Both Sexes","All Races","Nebraska","Both","25-29 yrs","1981","1998","Suicide","1998","18","111849","16.09"
"Both Sexes","All Races","Nebraska","Both","30-34 yrs","1981","1998","Suicide","1998","22","114617","19.19"
"Both Sexes","All Races","Nebraska","Both","35-39 yrs","1981","1998","Suicide","1998","20","135201","14.79"
"Both Sexes","All Races","Nebraska","Both","40-44 yrs","1981","1998","Suicide","1998","27","132201","20.42"
"Both Sexes","All Races","Nebraska","Both","45-49 yrs","1981","1998","Suicide","1998","19","118075","16.09"
"Both Sexes","All Races","Nebraska","Both","Ages 10 to 49","1981","1998","Suicide","1998","138","991839","13.91"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1981","1","64479","1.55"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1981","11","71477","15.39"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1981","33","78643","41.96"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1981","27","83410","32.37"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1981","27","77361","34.9"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1981","14","60296","23.22"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1981","12","51329","23.38"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1981","22","44716","49.2"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1981","147","531711","27.65"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1982","0","65733","0"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1982","16","71618","22.34"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1982","30","78335","38.3"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1982","35","89464","39.12"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1982","21","79590","26.39"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1982","18","66206","27.19"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1982","24","54249","44.24"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1982","18","46435","38.76"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1982","162","551630","29.37"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1983","1","65205","1.53"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1983","15","69557","21.57"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1983","15","78399","19.13"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1983","27","92675","29.13"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1983","26","82602","31.48"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1983","18","68411","26.31"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1983","20","57262","34.93"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1983","24","48011","49.99"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1983","146","562122","25.97"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1984","0","63434","0"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1984","11","67778","16.23"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1984","26","79275","32.8"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1984","31","94631","32.76"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1984","32","86894","36.83"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1984","24","71951","33.36"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1984","16","60109","26.62"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1984","23","50093","45.91"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1984","163","574165","28.39"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1985","2","62118","3.22"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1985","13","67585","19.24"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1985","29","80323","36.1"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1985","23","95645","24.05"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1985","22","91069","24.16"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1985","23","75729","30.37"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1985","19","62588","30.36"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1985","14","52077","26.88"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1985","145","587134","24.7"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1986","2","60654","3.3"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1986","14","68405","20.47"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1986","20","81294","24.6"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1986","27","96560","27.96"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1986","14","95261","14.7"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1986","19","81167","23.41"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1986","27","64733","41.71"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1986","19","54263","35.01"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1986","142","602337","23.57"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1987","1","62131","1.61"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1987","14","69746","20.07"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1987","23","83122","27.67"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1987","21","97625","21.51"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1987","33","100782","32.74"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1987","34","83134","40.9"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1987","22","71877","30.61"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1987","19","58014","32.75"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1987","167","626431","26.66"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1988","2","65146","3.07"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1988","12","71423","16.8"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1988","22","83712","26.28"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1988","24","100654","23.84"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1988","37","104924","35.26"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1988","29","87704","33.07"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1988","26","76907","33.81"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1988","13","63249","20.55"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1988","165","653719","25.24"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1989","2","69639","2.87"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1989","14","72855","19.22"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1989","17","86226","19.72"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1989","30","106091","28.28"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1989","33","108172","30.51"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1989","25","94203","26.54"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1989","32","83813","38.18"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1989","15","68574","21.87"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1989","168","689573","24.36"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1990","5","81282","6.15"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1990","14","76350","18.34"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1990","20","87838","22.77"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1990","28","109992","25.46"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1990","41","111354","36.82"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1990","29","100398","28.89"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1990","22","91054","24.16"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1990","21","73252","28.67"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1990","180","731520","24.61"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1991","1","84258","1.19"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1991","17","77492","21.94"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1991","24","90240","26.6"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1991","27","117726","22.93"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1991","40","123176","32.47"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1991","32","109801","29.14"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1991","40","100385","39.85"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1991","21","78435","26.77"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1991","202","781513","25.85"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1992","3","88604","3.39"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1992","9","79473","11.32"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1992","28","89897","31.15"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1992","30","120121","24.97"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1992","36","130187","27.65"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1992","34","116125","29.28"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1992","43","101640","42.31"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1992","32","86929","36.81"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1992","215","812976","26.45"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1993","3","94608","3.17"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1993","10","82385","12.14"
