"Notes"	"Census Region"	"Census Region Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Sep., 2010"	"2010/09"	"35-44 years"	"35-44"	106	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Sep., 2010"	"2010/09"	"45-54 years"	"45-54"	173	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Sep., 2010"	"2010/09"	"55-64 years"	"55-64"	101	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Sep., 2010"	"2010/09"	"65-74 years"	"65-74"	47	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Sep., 2010"	"2010/09"	"75-84 years"	"75-84"	43	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Sep., 2010"	"2010/09"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Sep., 2010"	"2010/09"			687	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Oct., 2010"	"2010/10"	"15-24 years"	"15-24"	96	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Oct., 2010"	"2010/10"	"25-34 years"	"25-34"	112	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Oct., 2010"	"2010/10"	"35-44 years"	"35-44"	121	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Oct., 2010"	"2010/10"	"45-54 years"	"45-54"	148	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Oct., 2010"	"2010/10"	"55-64 years"	"55-64"	97	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Oct., 2010"	"2010/10"	"65-74 years"	"65-74"	52	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Oct., 2010"	"2010/10"	"75-84 years"	"75-84"	42	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Oct., 2010"	"2010/10"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Oct., 2010"	"2010/10"			688	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Nov., 2010"	"2010/11"	"15-24 years"	"15-24"	89	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Nov., 2010"	"2010/11"	"25-34 years"	"25-34"	103	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Nov., 2010"	"2010/11"	"35-44 years"	"35-44"	95	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Nov., 2010"	"2010/11"	"45-54 years"	"45-54"	143	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Nov., 2010"	"2010/11"	"55-64 years"	"55-64"	93	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Nov., 2010"	"2010/11"	"65-74 years"	"65-74"	42	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Nov., 2010"	"2010/11"	"75-84 years"	"75-84"	38	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Nov., 2010"	"2010/11"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Nov., 2010"	"2010/11"			624	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Dec., 2010"	"2010/12"	"15-24 years"	"15-24"	68	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Dec., 2010"	"2010/12"	"25-34 years"	"25-34"	116	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Dec., 2010"	"2010/12"	"35-44 years"	"35-44"	125	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Dec., 2010"	"2010/12"	"45-54 years"	"45-54"	139	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Dec., 2010"	"2010/12"	"55-64 years"	"55-64"	97	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Dec., 2010"	"2010/12"	"65-74 years"	"65-74"	48	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Dec., 2010"	"2010/12"	"75-84 years"	"75-84"	34	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Dec., 2010"	"2010/12"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"	"Dec., 2010"	"2010/12"			651	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2010"	"2010"					8198	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jan., 2011"	"2011/01"	"15-24 years"	"15-24"	103	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jan., 2011"	"2011/01"	"25-34 years"	"25-34"	109	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jan., 2011"	"2011/01"	"35-44 years"	"35-44"	110	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jan., 2011"	"2011/01"	"45-54 years"	"45-54"	159	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jan., 2011"	"2011/01"	"55-64 years"	"55-64"	96	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jan., 2011"	"2011/01"	"65-74 years"	"65-74"	44	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jan., 2011"	"2011/01"	"75-84 years"	"75-84"	38	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jan., 2011"	"2011/01"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jan., 2011"	"2011/01"			675	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"15-24 years"	"15-24"	83	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"25-34 years"	"25-34"	85	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"35-44 years"	"35-44"	96	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"45-54 years"	"45-54"	141	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"55-64 years"	"55-64"	90	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"65-74 years"	"65-74"	29	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"75-84 years"	"75-84"	32	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Feb., 2011"	"2011/02"			574	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"15-24 years"	"15-24"	81	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"25-34 years"	"25-34"	126	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"35-44 years"	"35-44"	120	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"45-54 years"	"45-54"	162	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"55-64 years"	"55-64"	121	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"65-74 years"	"65-74"	39	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"75-84 years"	"75-84"	36	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Mar., 2011"	"2011/03"			712	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"5-14 years"	"5-14"	10	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"15-24 years"	"15-24"	101	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"25-34 years"	"25-34"	135	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"35-44 years"	"35-44"	120	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"45-54 years"	"45-54"	154	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"55-64 years"	"55-64"	120	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"65-74 years"	"65-74"	61	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"75-84 years"	"75-84"	26	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Apr., 2011"	"2011/04"			746	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"May, 2011"	"2011/05"	"15-24 years"	"15-24"	102	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"May, 2011"	"2011/05"	"25-34 years"	"25-34"	127	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"May, 2011"	"2011/05"	"35-44 years"	"35-44"	123	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"May, 2011"	"2011/05"	"45-54 years"	"45-54"	169	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"May, 2011"	"2011/05"	"55-64 years"	"55-64"	114	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"May, 2011"	"2011/05"	"65-74 years"	"65-74"	47	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"May, 2011"	"2011/05"	"75-84 years"	"75-84"	39	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"May, 2011"	"2011/05"	"85+ years"	"85+"	22	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"May, 2011"	"2011/05"			749	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"15-24 years"	"15-24"	77	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"25-34 years"	"25-34"	117	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"35-44 years"	"35-44"	121	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"45-54 years"	"45-54"	158	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"55-64 years"	"55-64"	121	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"65-74 years"	"65-74"	44	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"75-84 years"	"75-84"	44	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jun., 2011"	"2011/06"			698	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"15-24 years"	"15-24"	95	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"25-34 years"	"25-34"	128	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"35-44 years"	"35-44"	143	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"45-54 years"	"45-54"	166	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"55-64 years"	"55-64"	100	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"65-74 years"	"65-74"	55	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"75-84 years"	"75-84"	44	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Jul., 2011"	"2011/07"			754	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"15-24 years"	"15-24"	104	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"25-34 years"	"25-34"	120	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"35-44 years"	"35-44"	122	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"45-54 years"	"45-54"	189	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"55-64 years"	"55-64"	107	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"65-74 years"	"65-74"	51	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"75-84 years"	"75-84"	37	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Aug., 2011"	"2011/08"			748	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"15-24 years"	"15-24"	101	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"25-34 years"	"25-34"	122	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"35-44 years"	"35-44"	128	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"45-54 years"	"45-54"	172	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"55-64 years"	"55-64"	101	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"65-74 years"	"65-74"	50	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"75-84 years"	"75-84"	37	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Sep., 2011"	"2011/09"			729	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"15-24 years"	"15-24"	111	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"25-34 years"	"25-34"	119	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"35-44 years"	"35-44"	130	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"45-54 years"	"45-54"	160	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"55-64 years"	"55-64"	98	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"65-74 years"	"65-74"	45	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"75-84 years"	"75-84"	44	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Oct., 2011"	"2011/10"			723	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"15-24 years"	"15-24"	89	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"25-34 years"	"25-34"	101	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"35-44 years"	"35-44"	112	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"45-54 years"	"45-54"	142	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"55-64 years"	"55-64"	116	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"65-74 years"	"65-74"	56	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"75-84 years"	"75-84"	40	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Nov., 2011"	"2011/11"			675	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"15-24 years"	"15-24"	94	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"25-34 years"	"25-34"	83	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"35-44 years"	"35-44"	85	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"45-54 years"	"45-54"	145	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"55-64 years"	"55-64"	101	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"65-74 years"	"65-74"	43	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"75-84 years"	"75-84"	27	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"	"Dec., 2011"	"2011/12"			595	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2011"	"2011"					8378	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"15-24 years"	"15-24"	96	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"25-34 years"	"25-34"	100	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"35-44 years"	"35-44"	119	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"45-54 years"	"45-54"	155	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"55-64 years"	"55-64"	102	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"65-74 years"	"65-74"	42	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"75-84 years"	"75-84"	27	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jan., 2012"	"2012/01"			658	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"5-14 years"	"5-14"	11	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"15-24 years"	"15-24"	80	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"25-34 years"	"25-34"	105	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"35-44 years"	"35-44"	112	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"45-54 years"	"45-54"	140	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"55-64 years"	"55-64"	96	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"65-74 years"	"65-74"	41	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"75-84 years"	"75-84"	32	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Feb., 2012"	"2012/02"			631	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"5-14 years"	"5-14"	13	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"15-24 years"	"15-24"	90	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"25-34 years"	"25-34"	106	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"35-44 years"	"35-44"	116	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"45-54 years"	"45-54"	170	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"55-64 years"	"55-64"	116	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"65-74 years"	"65-74"	62	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"75-84 years"	"75-84"	34	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"85+ years"	"85+"	26	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Mar., 2012"	"2012/03"			733	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"5-14 years"	"5-14"	10	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"15-24 years"	"15-24"	92	Not Applicable	Not Applicable
